fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,0
8.444801373093439,0.656175821497853,0.2715841098474751,2.3027219223308144,0.08515841098474751,12.737616477121264,43.86880823856063,0.9976,3.295519862690656,0.5242079450762624,9.228960274618688,
5.880960570204655,1.0259476721323235,0.06964193585197638,2.13336199571629,0.14598691803308092,7.9048028510232715,19.22620071275582,0.9941990566272251,3.488689964362209,0.49809605702046544,10.252401425511637,
8.072262670663925,0.7058321904752944,0.27167880119917714,4.931240546124556,0.06539854385609874,3.8554746586721524,10.855474658672152,0.995719883226107,3.39121170562738,0.5771094931734431,11.657810136531138,
7.234626977313198,0.7665357158995058,0.033461111362145336,1.338460318177558,0.09123015908877904,8.615396818224418,19.80769840911221,0.9960192460227806,3.2334595249929707,0.9646190454673258,9.315380954532674,
7.875758164798412,0.8432323256866601,0.013535348626679905,2.977776697869579,0.07919190642936776,5.0,13.64646513733201,0.9968060604588004,3.351818137640119,0.57646465137332,11.0,
7.915352172266754,0.7188071137140641,0.21085055534519634,2.847926331703534,0.0829315338118521,13.564318851554974,43.854772950518324,0.9971982567132565,3.367697174159987,0.5235892028711125,9.627386475259161,
7.17925858989388,0.5381788728945583,0.15345690168435333,2.03962929494694,0.08176728450842169,9.6981464747347,23.232715491578233,0.9963456839970617,3.387672845084218,0.436981464747347,9.177993520368029,
6.471604869076628,1.06364198125941,0.1455555505735172,1.6851851685783907,0.1460740763990253,7.0,20.234567790522604,0.9946790122847874,3.4259259325686435,0.4769135805236935,9.86172838952613,
6.020105918728287,0.9566092940221778,0.11934304255009298,1.606701972909429,0.14799205609537844,7.533509864547145,20.06701972909429,0.9944934966247061,3.470656957449907,0.4666622533863214,9.59993380079482,
7.5312087204642895,0.7594343964227939,0.15167097296165982,1.9955785224621858,0.08073471134773114,18.66580540766804,77.55526846922268,0.9964503244249567,3.3405397658072475,0.5618920468385505,9.532184900998947,
10.26641901027246,0.3097028123269524,0.3965676041089841,2.17786032990918,0.059878157111806614,14.0,38.43536370999021,0.9967953342346882,3.245497769063574,0.5054977690635741,9.36641901027246,
8.836009367404897,0.49002430084510923,0.8886616888532628,3.2287102905434812,0.49502178252731177,29.858878631793516,72.21168205230973,0.9990861308716305,2.8641850393559762,1.721654222133157,9.44282242736413,
8.155476070736386,0.37387375081124796,0.2797895846854133,1.9204208306291735,0.08291583387416533,29.591583387416534,48.5968437702812,0.9962772646009104,3.4200526038286467,0.6036633354966614,9.980105207657294,
7.329215158244895,0.7441332519946301,0.029976283643609124,1.328503667553169,0.08625183377658446,8.714963324468311,19.857481662234154,0.9961437041555854,3.2170310514627287,0.9944889973404932,9.285511002659506,
6.675416519841466,0.7231247797622002,0.022624955952440046,1.7508330396829337,0.065606256607134,4.0,9.131247797622002,0.9946990818944463,3.405416519841467,0.4718123017859802,10.588541299603667,
6.8973372115308385,0.4038465000396432,0.23520698075550814,2.0973372115308377,0.10088162884295189,4.0,7.106511538766486,0.9946546162500991,3.4423965096222457,0.5815976730814972,11.38668605765419,
6.8556318523863045,0.41107487011650573,0.21337911143178223,2.111092036903424,0.10133447778579455,3.8890796309657594,7.665522214205444,0.9947253743505825,3.459965666426163,0.5844368147613695,11.411092036903424,
7.1,0.7195886887924619,0.01349128047526821,3.6840408522795034,0.0865623566891389,5.650871952473179,13.325435976236589,0.996404452163487,3.4067456402376344,0.5732543597623658,10.96745640237634,
9.859284918071637,0.5819910614758954,0.3978972069727976,1.9998882684486932,0.07040044692620523,14.60067038930784,45.99888268448693,0.9983992178791409,3.314015642417183,0.5439821229517909,9.479865922138432,
5.720794290692578,0.6079205709307421,0.027584114186148423,1.5563706689898702,0.07895311614733098,6.080529527128386,13.080529527128386,0.9949953006101544,3.6390623229466197,0.6167788189148645,10.164423621702708,
7.531702310485792,0.578962788810724,0.08329153141173218,1.715851155242896,0.0747804277258295,15.609786137085248,42.231702310485794,0.9960634046209716,3.3560978613708525,0.4915851155242896,9.046340462097158,
12.313136904376567,0.46207625661803814,0.4796187169098093,3.8978855807689383,0.08598717595889371,28.076256618038144,49.41525132360763,0.998153982672069,3.1185164683952586,0.6302114419231061,9.662287698541144,
6.4397326670632715,0.7833466712616326,0.0033066574767347742,2.0586667815408153,0.061487995864530645,5.834667126163261,13.08266643691837,0.9967524263542089,3.565200068924489,0.6042133494157141,9.975200068924488,
7.654741927454053,0.7962812102595811,0.1627953216572161,4.589600813477704,0.07640183066322838,20.40183066322838,47.0,0.9966957569286987,3.499168065078216,0.5173211289118108,10.738103229018378,
7.417042294259385,1.0330701930660025,0.06784461555794342,1.6661653833154242,0.11827319272801282,5.892230777897171,19.0,0.9951963907598711,3.389223077789717,0.4578446155579434,9.689223077789718,
7.1,0.7273283444693704,0.013909640241587595,3.730060426574636,0.08716897835030202,5.60903597584124,13.30451798792062,0.9964427320821052,3.4069548201207938,0.5730451798792061,10.969548201207939,
6.915602166657741,0.9438549202354813,0.06660583809472806,2.1816605476050217,0.06429379476157324,4.165145952368201,11.165145952368201,0.9959001824857159,3.531651459523682,0.633394161905272,10.94954378571046,
8.748244766103616,0.604704106355572,0.5425978256799112,2.722367149155424,0.3180531800944618,20.14142511021992,72.38816425422289,0.9983350853450902,2.999759259490421,1.2037814002576233,9.287061191525904,
7.2530875697624495,0.4925804165399613,0.0030617513952489947,2.154073729071265,0.06784198163369348,6.770368645356326,14.0,0.9953866189112138,3.391580183663065,0.576938248604751,10.80814745814253,
10.736310826015599,0.5834582421789081,0.3547838299945293,4.823343015230473,0.0726455337609766,25.1181554130078,48.41210360867186,0.9974004032943196,3.205792543701955,0.5494236263035153,10.070317113062506,
7.3,0.44560626159305666,0.13961342532729049,1.8087874768138867,0.06939015653982641,22.741655612381884,45.1318121522083,0.9956835149907256,3.4013181215220833,0.511318121522083,9.521968692034717,
6.587378989625064,0.6062136968875192,0.0,1.6757260622496153,0.07240767280123268,3.873789896250641,8.631050518746793,0.9941631982670365,3.3666009300873143,0.4015525259373397,10.538831114124294,
9.180834840374198,0.5235934674298379,0.9805952758788756,3.371252260561297,0.5976145155918255,31.4969145598227,69.14373869719351,0.9995463375530478,2.7510199667848365,1.9662214061595242,9.39520871009355,
6.031550855929052,0.655962571327421,0.02680332699311813,1.6118835552408655,0.07840166349655907,5.840166349655907,13.159833650344094,0.9952549138785918,3.6056565588830085,0.6136066539862363,10.243850285309684,
8.120260212521966,0.7674813931656376,0.0547025738093089,2.418959149912135,0.08241821487653764,10.986989373901688,23.797397874780337,0.997619368217109,3.35568774497364,0.46202602125219666,9.681040850087864,
7.1,0.6804627505906627,0.011376364896792581,3.451400138647184,0.08349572910034925,5.862363510320742,13.43118175516037,0.9962109373880565,3.4056881824483964,0.5743118175516037,10.956881824483963,
8.921260571732544,0.878201637902722,0.04595798094224853,1.7191596188449707,0.07621260571732544,4.595798094224853,16.978990471124263,0.9969037315066263,3.2959579809422483,0.4804201905775147,9.640420190577514,
6.066878701910736,1.0984484316356766,0.11641526653757295,1.5880508884585764,0.1596728756157993,7.0,19.587005923057177,0.9943228532576814,3.4647796446165695,0.478532485192357,9.82935029615286,
6.475182703233347,0.8315024866147258,0.0518795675808337,1.8646594596805617,0.06541362161277753,4.541362161277753,11.541362161277753,0.9956655597841995,3.565188540483054,0.6345863783872224,10.683455135488899,
6.369870560189468,0.7255453039336864,0.0,2.118874506687719,0.0613212154681403,6.1887450668771855,13.188745066877186,0.9963625447516905,3.5541384372933345,0.6043376479936844,10.169870560189468,
6.78488348455067,0.7624855626228487,0.03,4.175582577246651,0.07650726951018164,20.863373865869978,45.21947822155831,0.9956772674773174,3.505218085305449,0.4928779128862332,10.416570417485659,
7.217679884020292,0.7846960347939124,0.14353597680405844,3.0564844125219155,0.05754305950576299,3.7543059505762986,10.754305950576299,0.9958561195471498,3.4685764876440746,0.6203444760461039,11.170263454366072,
10.263219717624995,0.30586366114999547,0.3952878870499985,2.178926760791668,0.05973952109708317,14.0,38.318056312916525,0.9967637678805666,3.2447512674458325,0.5047512674458324,9.363219717624997,
7.8192366015138886,1.0072576469890628,0.06408588232968761,2.7408588232968762,0.07961526796972224,5.0,12.79809150378472,0.9961591411767031,3.4522099345836805,0.5920190849621527,11.120190849621528,
7.122963912967089,0.7929822311393736,0.03757501373279145,1.3502143249508327,0.09710716247541634,8.497856750491673,19.748928375245836,0.9958723209381146,3.252853636168874,0.9293570251475018,9.350642974852498,
10.044340455667434,0.42658624527444,0.3676437421240667,1.7447125157518668,0.11805749684962667,33.10574968496267,49.914656131861,0.9974193686476128,3.398089064468983,0.7442299873985068,9.936178128937966,
8.547469012338713,0.6035943468646098,0.3752530987661288,2.9222981576426807,0.08589192630570723,17.56840033241314,84.80574539410671,0.9987309162488027,3.3643159966758684,0.6758276381767989,10.284883584990697,
6.834065942910052,0.8237484742889476,0.01409035428689006,3.720390742992357,0.08536263771640211,5.295482285655497,13.0,0.996893626377164,3.4631868114179896,0.5818192914262198,10.704517714344503,
8.514714823006793,0.8235285176993207,0.018051805862754736,2.0389638827449055,0.07214714823006793,4.731606471241509,14.0,0.9970489115873861,3.311948194137245,0.5692642588496604,10.65108841261396,
8.283592531999986,0.6834771918000078,0.26054691560000054,2.094530843999995,0.08378123375999981,11.0,44.093831200001006,0.9975409331152,3.308906168799999,0.5272654219999975,9.232814936000029,
6.295785946366165,0.849129482427379,0.051699474876460774,1.797892973183083,0.12731605402253757,7.0,16.872193048692267,0.994497906826606,3.457443860973845,0.5225561390261546,10.268117529287702,
8.691090908415703,0.6241581819059586,0.2912872726732562,2.6475272717819838,0.08712872726732562,15.693090900988432,45.34654545049422,0.9976,3.2708909091584295,0.5143563636633719,9.27821818168314,
7.64596670312098,0.411158277012363,0.465403329687902,2.6449128317295325,0.07479651326918128,21.38244856371893,84.11228207932383,0.9974133359507152,3.3261755143628107,0.6966315376202851,9.695439767425256,
9.030619756514048,0.5474032089461871,0.3115309878257024,2.7011629614939796,0.08289341967718894,16.505814807469896,44.35271602489966,0.9973594965396354,3.2550581480746987,0.5067054320497993,9.3,
7.146199986542282,0.6134425055513087,0.03,2.369000067288591,0.07334575011775503,18.153500100932888,42.96125008411074,0.9956230700020187,3.4103725035326513,0.48384500033644295,9.422950037008725,
7.825883757332033,0.8430245156555501,0.013950968688899733,3.069213111557941,0.0802725185911393,5.0,13.604903131110026,0.996818529060667,3.3555587182000974,0.5760490313111002,11.0,
11.87007294133282,0.46699918954074643,0.45500405229626784,2.470235033183534,0.12389375946374755,32.999189540746436,50.39983790814929,0.9982819789280594,3.2809732548446324,0.7729764966816466,9.809975686222392,
7.5563316601793575,0.553204145752242,0.06684767615078266,1.6400518219030247,0.0718397927123879,16.759689068581853,42.400518219030246,0.9958803627533213,3.3643927449335767,0.48640829150448395,9.04806218628363,
10.228610699119127,0.26433283894295256,0.3814442796476508,2.1904631002936243,0.05823979696182885,14.0,37.04905896770133,0.9964222922313087,3.236675829794463,0.496675829794463,9.328610699119128,
6.6480616710214955,0.5996707062647898,0.07403083551074766,3.411629973871028,0.06625385443884342,10.259691644892523,21.110462532661217,0.9952390495522271,3.427790749346776,0.511879956918014,10.78207601172722,
9.302185645409438,0.810634821196177,0.20592092315428417,2.8368369261713675,0.09936836926171368,11.0,80.83767182323753,0.9992917386760531,3.322060410849512,0.616534871923807,10.314464620799892,
6.391762772254855,0.8038832645084254,0.045529536069330745,1.8458813861274277,0.12011779208088585,7.0,16.529418670518375,0.9945781160310987,3.4505883734103673,0.5294116265896325,10.343527892485959,
7.3,0.37643222838858764,0.21224616019198297,1.9471355432228248,0.0676608057097147,26.54622743862768,47.20703314834237,0.9957388542172891,3.422070331483424,0.5320703314834238,9.867838858057063,
7.769673505776907,0.717612756466634,0.0,2.8716173060009793,0.0760451025866536,11.793545941110567,23.17418376444227,0.9973399924174428,3.39445178412226,0.48064540588894333,10.054198929556753,
5.74475873716141,0.657713460470999,0.03533321663226248,1.621902094451714,0.08045713285419392,5.923811190967679,12.92381119096768,0.9950424748234065,3.6508573429161215,0.6184762238193535,10.183807689935552,
6.396831320021885,0.6988862974904253,0.0,1.8539608499726439,0.06442870470049242,5.015843399890575,10.539608499726437,0.9953212301558534,3.4620596419857748,0.491901207986869,10.196831320021886,
6.970789193299377,0.6493106312357415,0.002615495518329871,2.2,0.08919971165234233,3.5230991036659742,13.261549551832987,0.9958655509935712,3.541535134450104,0.6095380179266805,11.369225224083506,
9.70011374756409,0.36568341137546095,0.3450056873782046,2.414236965329675,0.06806890987536655,15.071184826648375,39.57061608882792,0.996661309948969,3.240711848266484,0.4971412321776558,9.3,
7.524354269911934,0.6583869342605527,0.039451759165502635,1.3648391972183422,0.07308065328697236,9.0,20.32419598609171,0.9964297575363469,3.193774372313392,1.009757536346796,9.183790200695414,
8.672531103791504,0.9465020735861003,0.0967385952764484,1.863734448104248,0.0777618260845174,5.424896320694986,19.84979264138997,0.9961684979264139,3.2915020735861003,0.4463734448104248,9.684979264138997,
7.681192590540962,0.3949217427504322,0.5354236159301765,2.685267101431041,0.1302355418355862,23.06583876788801,82.40124184816798,0.9974558013042931,3.258181351462495,0.8385590398254414,9.578683224642239,
8.840015293603075,0.6079992353198462,0.3020007646801537,2.7828505884558252,0.08884317940092192,17.271532349449433,46.07145588143406,0.997610861293978,3.261714941154417,0.5150019117003843,9.308574705772088,
5.948025630213785,1.0130736314706446,0.07405549520054244,1.6240128151068922,0.15339807773396616,7.0,18.114194177807914,0.994207278562393,3.4822838835561583,0.4977161164438417,9.99487728088226,
10.375139427251668,0.7518645429561249,0.40165317585996935,1.6993164212957454,0.07826911308861095,6.427594887565351,24.717215337303948,0.9971788127422632,3.1512430286374165,0.5444126646165044,10.22896204497386,
8.876237068801451,0.6091030933082182,0.3085206135719267,2.768608265787638,0.08719278397739641,16.865463996232737,46.04484533458909,0.9976672680018837,3.261793813383563,0.5122422667294544,9.313453600376727,
6.642576742068833,0.6738651131032498,0.01277302262064995,1.6851534841376665,0.06708404660690251,4.0,8.638651131032498,0.9943772520722746,3.372576742068833,0.4274786017929248,10.506441855172083,
7.417133085200252,0.8887292937426751,0.2220217099055647,2.265448326945615,0.1861639107089691,15.79211895636593,67.37921189563659,0.9963989434938824,3.2343403718308394,0.8654483269456151,9.4,
6.703017558975441,0.892443209716343,0.05304672151143114,1.3944192043183747,0.11920960215918733,8.055807956816253,19.527903978408126,0.9953197599460203,3.325791687125318,0.796742387044876,9.483257612955123,
9.631751861890972,0.8705252015266982,0.16696510557841776,1.6960310172636286,0.07396031017263628,5.259922456840928,20.8194571978865,0.9966148642994717,3.2402178349265864,0.48158759309454857,9.807937965472743,
5.884869821342786,0.6942160850340416,0.040495203944207914,1.7398903758676094,0.08089958890950354,5.850068515082744,12.850068515082745,0.9951029438176321,3.6420082218099292,0.6170013703016549,10.264924633408981,
9.80652304512183,0.6485433868414718,0.283500100126007,4.993804108394331,0.07404021543231726,24.653261522560914,48.10217434837394,0.997031587474565,3.287923797680905,0.5385761021930879,10.318260521300845,
7.840059350005465,0.6758456979178051,0.043323441665755885,2.3700296750027325,0.08121661720832876,11.350148375013662,23.783382791671222,0.9975186053462597,3.382166172083288,0.45350148375013666,9.480860535419172,
6.446492247116852,1.0878593086305002,0.08036784197268579,1.5722411852048566,0.14864201678376304,6.51839209863429,19.0,0.9945201365334749,3.451839209863429,0.4703678419726858,9.75183920986343,
6.781878093531952,0.8016250883866272,0.0027708480644378633,2.1277084806443787,0.06277084806443786,5.722915193556213,13.277084806443787,0.9966566250883866,3.5151871022601777,0.6016874558066864,10.277084806443787,
7.758627414307292,0.9529580423695728,0.2382211738301251,1.9940705794337503,0.10283011887927497,7.0,22.293803862891668,0.9958115921245904,3.3023717682264997,0.4717654903427708,9.964690193144584,
7.154916394167683,0.46834140309307304,0.41926528537351226,2.434359869200488,0.06913506361467806,24.622635404325607,84.13803344233293,0.996730686296068,3.3793543802031585,0.6696326426867562,9.724230098099634,
7.027685139322882,0.968968594647515,0.04296626492745164,2.0039550199032687,0.08711865059709806,11.980224900483655,67.15820079613076,0.995683815420173,3.3470337350725483,0.5998022490048366,9.39604498009673,
6.583857801546131,0.61633838066999,0.002795260051537695,2.5074786056691467,0.096,3.2795260051537696,13.0,0.9957698610936849,3.5906497694588544,0.6130118498711558,11.430118498711558,
7.450136478973595,0.80693143373443,0.15090402901345337,3.0704116154459355,0.07432601814598909,8.764384755356247,21.676711433482815,0.9956177530307324,3.3438082758794216,0.5096986569955155,10.793973139910312,
6.975813386262396,0.9819372442050698,0.05967795278941508,2.696779527894151,0.07551626772524792,5.403220472105849,12.403220472105849,0.9961387051965689,3.5601610236052923,0.6040322047210585,10.71613543347298,
7.141619168942439,0.7885638810399486,0.03688771482843644,1.3482506137955328,0.09612530689776633,8.517493862044674,19.758746931022337,0.9958968673275559,3.249613512762629,0.935248158613402,9.344751841386598,
7.235984595599579,0.632368134686893,0.011322839932301206,2.030157401015482,0.09090472203046446,3.2830709983075304,13.28307099830753,0.9962578625258872,3.526586570558515,0.5973543201353976,10.990472203046446,
8.248160535727978,0.9113879598204015,0.2729149797940619,2.0911283223658987,0.08778454497174325,6.987326174808427,23.03802147557472,0.9962216722410776,3.257591973213601,0.4716475972749045,10.005069530076629,
5.933702058335579,0.700644664097765,0.03834255145838948,1.6390425243064914,0.07443829902774035,5.443829902774034,12.443829902774034,0.9952413999456962,3.6238489436803123,0.6255617009722596,10.322468038890387,
12.485963412085432,0.46056905086140143,0.4892792022422249,4.493550756904118,0.07006828610336817,25.965856948315917,48.988618982771975,0.9980981031637953,3.050796671205962,0.5697723796554394,9.598861898277196,
6.618975305033202,0.8664500347045521,0.04520240008757581,5.368659129102107,0.07933048695842557,22.206831299778653,46.73561043325955,0.9958442630963681,3.56215370424502,0.5019829217505534,11.067805216629775,
5.685261737277264,0.6434469777512475,0.025736913136136814,1.5852617372772637,0.07715794209075788,6.0,13.0,0.9952158908064671,3.650052797317653,0.618578971045379,10.085789710453788,
6.5271149122480745,0.5881344736744223,0.0,2.0373105265115536,0.08867897369301991,3.271149122480744,11.64425438759628,0.995133449912806,3.5413667544805842,0.552212719379814,11.201735965271181,
10.905072983641077,0.48899867302470773,0.7364887207100155,3.9683576612136924,0.33098805722236924,28.89986730247077,58.66622434156923,0.9988249668256177,2.900173522705677,1.2611350404222001,9.503337756584308,
8.624173747149257,0.9432782498099505,0.11446962604527258,1.8879131264253717,0.07880956881176611,5.5860875095024785,20.172175019004957,0.9961717217501901,3.28827824980995,0.4487913126425372,9.717217501900496,
11.073270936504182,0.48097352215616285,0.562903448149024,1.995046797621863,0.2486148151660681,35.122118227506974,54.95046797621863,0.9986321433494729,3.2395389164011155,1.110196305160513,9.790264778438372,
11.75024811292628,0.5087338726597918,0.49,3.6002977355115373,0.07,21.50148867755769,48.25024811292628,0.9984748759435369,3.1437189858842145,0.5662512405646314,9.6,
7.890451706939071,0.41215484645380596,0.5994322868284221,2.783741979736034,0.19633680389781272,24.296774746700425,80.55483787994936,0.9977512259392081,3.186787064691375,0.998580717071055,9.554064505065991,
7.39925081698979,0.5635158803093092,0.0024937568082482467,2.2,0.06774812704247447,6.501248638350351,14.0,0.995551544791662,3.380049945534014,0.58,10.924937568082482,
9.262275876941631,0.5745284484617704,0.31207715731035945,1.90660560577213,0.07077357757691148,15.16036636536722,45.0660560577213,0.997746239240405,3.327075215191902,0.5290568969235409,9.367926726926555,
8.599067038016083,0.9107947483635379,0.03392536304128651,1.960746369587135,0.07299067038016081,5.0,16.990670380160815,0.9963770075989427,3.308037318479357,0.4962612293554972,10.162612293554972,
7.105383961471318,0.5255154434675814,0.12107679229426366,3.441037121016202,0.08207616888615968,3.0,12.091924057793022,0.9955972422782662,3.517084726549876,0.6018384811558605,11.65134599036783,
8.297509713739847,0.624237349832828,0.2008716001910538,1.5034241436077114,0.07997820999522366,26.98443571087404,118.89104997611828,0.9972,3.1604980572520307,1.1186925997134194,9.101556428912597,
11.059751952139035,0.4812551676637701,0.5660578778342251,2.005186035895724,0.2512228525665112,35.09958658689839,55.05186035895724,0.9986391281580616,3.2359338539037426,1.1166178227339585,9.7874483233623,
5.662150038525891,0.6370912605946203,0.026892498073705407,1.5621500385258917,0.07792833204913693,6.0,13.0,0.9951519484399216,3.6527491621719794,0.6189641660245685,10.089641660245684,
8.491452565950004,0.8258547434049996,0.017179471223125138,2.0564105755374973,0.07191452565950004,4.7606842925624955,14.0,0.9970111104196688,3.3128205287768746,0.5704273717024998,10.688889580331244,
8.082619068243387,0.6997572727833922,0.23222354760887717,2.522685145082304,0.08339616407845385,12.449206211710756,43.48306873723692,0.9973729576934987,3.342607139763492,0.5263769844707231,9.44153436861846,
8.067829607323763,0.863233262868474,0.21492900305156812,1.923772809765018,0.08447545619530035,7.440567975587455,22.339148036618816,0.9962660851963381,3.2401744410985645,0.6043732325541739,9.823772809765018,
7.781258038774059,0.7509927318531732,0.09552418282252458,1.5416773850320786,0.07683354770064157,8.395806537419803,20.906290193870294,0.996409370980613,3.197188705816109,0.89572099391304,9.441677385032078,
9.480731579446797,0.5141514254281917,0.9344959647957471,3.1894513154149013,0.5558421994650552,32.467885965744664,66.89451315414901,0.9994549553506192,2.8148617545191463,1.866652499762771,9.458485745718082,
7.423382931404761,0.8030757754083332,0.14665493616428554,3.105033853476192,0.07383815933738093,8.827334279047623,21.629499290714282,0.9955969796879143,3.346798378254762,0.5111150212785716,10.82230042557143,
10.14614844370122,0.5027973010236142,0.8537770587007204,3.7153828145670738,0.4551757092125275,30.279730102361416,63.26576700787139,0.9991699325255904,2.8288806113779934,1.5900023410628041,9.457342329921286,
6.996848282855063,0.5076709379585893,0.17509615583726965,1.816987186124232,0.08061645310207045,9.0,22.58493593062116,0.9959399305483654,3.359561968245552,0.5199305483654153,9.070753203468943,
7.822812197964096,0.7887871585495244,0.2496898875826821,2.0419711073790916,0.08625913322137271,7.580288926209083,23.0,0.9960984494379134,3.2977187802035903,0.4583942214758183,9.724362760050685,
7.604967961534255,0.7426758387814318,0.006138710897412526,2.2,0.08003935166672743,4.227742179482505,13.613871089741252,0.9962636743314076,3.4358386730776243,0.5954451564103499,11.193064455129374,
7.937930735051276,0.7137930735051277,0.006482770597948932,2.111033764123064,0.07808275323092298,11.02758441030766,22.703445880410214,0.9975002749757518,3.311930908721536,0.6609658885364169,9.470344588041021,
6.774416109014599,0.6989136472396595,0.00914720363381997,3.206192399720197,0.096,3.914720363381997,13.0,0.9962240250598181,3.5239543618448903,0.5971319909154501,11.271319909154501,
6.855293685613291,0.6446179332811943,0.12326459247348903,4.001178414740188,0.07367059471580063,25.22058553508307,47.444117107016616,0.9957377646842807,3.513382433947508,0.5177646842806646,10.667059471580062,
7.806237567122185,0.7272627757988342,0.02515593917805464,1.385932319634244,0.07251559391780546,8.312541442926047,19.828135360731512,0.9964415660226488,3.1923424031049032,0.9700066308681679,9.268745855707394,
7.532573322374786,0.7624013716184272,0.16193992452566697,3.592218539826807,0.08186825922881885,16.116177850834767,44.70539261694492,0.9967984654700359,3.425114001643782,0.5172095553729131,10.052696308472461,
8.546881886119197,0.8859945874114258,0.06074192927053014,2.1185482317632536,0.08076559056940402,4.345698821175502,13.308602357648995,0.9972394625934139,3.376424705293876,0.5607419292705301,10.218548231763252,
7.490034074229074,0.5918856481965855,0.003250283951908948,2.2,0.06797508518557269,6.3499432096182105,14.0,0.9956672934446421,3.3739977283847282,0.58,10.93250283951909,
8.720815905893705,0.5764404851985797,0.28436302613068815,2.122148205573353,0.07801998449519473,11.664446167200586,41.4496256098653,0.997276636198629,3.2922814355413177,0.5211407177706588,9.222148205573353,
7.647593318282486,0.39467245823926556,0.3147593318282486,4.062432460491525,0.07770321715581921,3.532754176073446,8.401737471779661,0.9951059356568835,3.3652406681717513,0.5706550835214689,11.680347494355932,
7.985234312675984,0.635654289084498,0.18760389191547622,1.942617156337992,0.08022281175211181,12.888594123944099,42.68523431267598,0.996970468625352,3.328885941239441,0.5142617156337992,9.137046862535197,
7.313427801081417,0.6020209167131134,0.3158164649516472,2.376113361297701,0.0782240215697203,18.268556021628346,77.65654523676818,0.9966216261833524,3.331194331935115,0.6626855602162834,9.525371120432567,
7.514152332286368,0.6554720949389625,0.042075114554933735,1.3735837151831125,0.07322639525305186,9.0,20.367918575915564,0.9964202843085517,3.196980695567141,1.0002843085516282,9.181604071204221,
6.262773199825245,0.7801701899577678,0.04656932999563114,1.7761554999271858,0.06895378000291257,4.895378000291257,11.895378000291258,0.9954991723398631,3.5881995700189315,0.6310462199970874,10.541848799883498,
9.810263740134154,0.581378296751677,0.39085041264428455,1.9922287093959616,0.07043108516241615,14.646627743624231,45.92228709395962,0.9983456009657717,3.3150879806845652,0.5427565935033539,9.470674451275153,
6.662910289831535,0.7592013188146883,0.032582057966306976,2.0913931401123103,0.07645076522021582,3.5430342994384496,11.9139314011231,0.9957600620048035,3.5711269130505396,0.630860685988769,11.17417942033693,
7.993737599030278,0.8342138929535259,0.18405733292928284,1.8249834653737051,0.0824996693074741,7.6875413365657375,21.968687995151395,0.9963031312004849,3.229060639854542,0.6797001076525498,9.724983465373704,
11.578108879911992,0.6728483168839382,0.440671561237624,1.4527363900110009,0.07152736390011,5.868159024972498,25.077113174807486,0.9976792782937018,3.100323424256325,0.5789054439955996,10.294527219977999,
6.7597889041805885,0.6925751918115884,0.008659630139352963,3.1525593153288263,0.096,3.8659630139352963,13.0,0.9961891635549637,3.529073883536794,0.5983509246516175,11.283509246516175,
7.018380789789442,0.4985667235736949,0.0,2.190931198865494,0.06636518392058456,6.909311988654936,13.909311988654936,0.9953033113766773,3.417230722155562,0.5827206403403519,10.818380789789444,
7.552329398556692,0.8546710953144351,0.0991781498453598,2.078904199793813,0.08936712599381438,11.605479001030934,70.15616799175253,0.9963246309082371,3.2908218501546402,0.5960547900103094,9.321095800206187,
7.266774587237102,0.9902244041718495,0.07667745872371022,2.890097128513392,0.08833225412762898,4.533549174474205,12.233225412762899,0.9957463581550645,3.558658033021032,0.604664508255258,11.269967623828869,
7.507520972953431,0.8557842780449986,0.17084610945726098,2.199059878380821,0.0755799103376302,14.962395135232846,37.55170668905484,0.9970452646810675,3.414012872299862,0.5498119756761642,10.09153890542739,
8.398444499862407,0.7204277625378384,0.2849416687448402,2.3984444998624057,0.08398444499862406,13.988333748968046,54.533054377923875,0.9970579000748142,3.2750583312551598,0.49494166874484025,9.550972187585996,
8.932929728327844,0.498005977626999,0.9183079169002819,3.2743198721542797,0.5256372141835605,30.4289984019285,71.35650239710725,0.9992229596164629,2.831118092688147,1.795769792250705,9.43142003196143,
8.766096532829524,0.9475412372224951,0.047287722626361856,1.8271227737363815,0.07466096532829523,5.0,18.66096532829523,0.9961966157445442,3.301356138686819,0.44949297080773354,9.694929708077336,
7.841382182760253,0.9997835133184149,0.06159450443947163,2.7159450443947164,0.07917235634479496,5.0,12.853455456900631,0.9961840549556054,3.4461198997409306,0.5914654454309937,11.114654454309937,
8.23131509051954,0.8447138128771647,0.010572374245670507,2.3259223340475117,0.07148817303874333,5.0,13.94276257543295,0.9967171712273701,3.3251513682110345,0.5794276257543295,11.0,
6.683934091527411,0.8969629783224551,0.05374979662793747,1.3964279903655357,0.12021399518276779,8.035720096344644,19.517860048172324,0.9952946501204308,3.329106184103134,0.7907160289033932,9.489283971096606,
6.808301285708173,0.4991698714291827,0.005833974285836535,2.063873933330481,0.0695280555238625,6.805534190472115,13.805534190472116,0.9951330514961897,3.45056111047725,0.5877786323811154,10.744427352377693,
7.675509098538272,0.5028090911334786,0.24561818226695714,1.823969696221738,0.08032733331687816,8.54381817733043,23.45618182266957,0.9961632448515665,3.3413406055819124,0.45585030328460907,9.255281820201308,
